,track_id,artist,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
131,7wN1SXfIHKaLYGiDFXUkkv,Vital Signs,"['classic pakistani pop', 'pakistani pop']",0.605,0.37,5.0,-15.887,1.0,0.0295,0.401,0.00214,0.407,0.566,156.108
132,7ItsQ8ow0xsBJSW8NdGH5v,Sukhwinder Singh & Sapana Awasthi,[],0.788,0.675,2.0,-13.249,1.0,0.166,0.244,0.0,0.0731,0.558,90.001
133,2AJn5MQ03C3v0EN5ynGaKY,A.R. Rahman,"['filmi', 'modern bollywood']",0.84,0.473,9.0,-15.038,1.0,0.0733,0.00955,1.77e-05,0.0897,0.427,105.986
134,6ZFbXIJkuI1dVNWvzJzown,Hans Zimmer,"['german soundtrack', 'orchestral soundtrack', 'soundtrack']",0.286,0.0968,7.0,-16.806,1.0,0.0323,0.178,0.696,0.0861,0.0395,62.881
135,5JWpN1YtsTFVzv5cjTAvNr,Sujatha,"['filmi', 'malayalam pop']",0.657,0.357,7.0,-16.269,1.0,0.0606,0.198,3.05e-06,0.0621,0.507,87.961
136,3AemMBXKJWFd87svnFyrHy,A.R. Rahman,"['filmi', 'modern bollywood']",0.753,0.517,7.0,-12.871,1.0,0.115,0.0179,0.00497,0.405,0.454,94.851
137,4yEkgBTGtbqk9HhOOmoPoX,Rajesh Roshan,"['classic bollywood', 'filmi', 'modern bollywood']",0.515,0.519,9.0,-11.197,1.0,0.0397,0.323,0.000657,0.0566,0.582,89.499
138,2nGFzvICaeEWjIrBrL2RAx,Corinne Bailey Rae,"['british soul', 'neo mellow', 'neo soul', 'pop soul', 'soul']",0.739,0.511,9.0,-7.844,1.0,0.0362,0.167,1.34e-06,0.133,0.542,96.038
139,0myeTJ993kXE4vN0IPchcc,Pink Floyd,"['album rock', 'art rock', 'classic rock', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']",0.5,0.185,7.0,-20.242,1.0,0.0535,0.728,0.000746,0.273,0.293,121.002
140,2NBQmPrOEEjA8VbeWOQGxO,Snoop Dogg,"['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']",0.888,0.632,1.0,-3.872,1.0,0.219,0.19,0.0,0.101,0.662,91.979
141,2hKdd3qO7cWr2Jo0Bcs0MA,Train,"['dance pop', 'neo mellow', 'pop', 'pop rock']",0.481,0.638,0.0,-5.862,1.0,0.0276,0.153,0.0,0.154,0.497,79.064
142,2SM9jYlW8sF0nGkOCpoGw1,Pink Floyd,"['album rock', 'art rock', 'classic rock', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']",0.393,0.687,7.0,-14.499,1.0,0.187,0.817,2.52e-05,0.767,0.23,114.547
143,1yMvtxfWbEUyVc2P9Ywz3a,Pink Floyd,"['album rock', 'art rock', 'classic rock', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']",0.653,0.472,2.0,-14.797,1.0,0.0353,0.0554,6.45e-05,0.397,0.448,102.558
144,4AzyYHQKBphpQonm3Hx15E,Pink Floyd,"['album rock', 'art rock', 'classic rock', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']",0.431,0.375,11.0,-15.142,0.0,0.0347,0.391,0.721,0.143,0.258,128.153
145,107Jwc012wRPAvjI7WKCPI,Pink Floyd,"['album rock', 'art rock', 'classic rock', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']",0.382,0.36,0.0,-12.442,1.0,0.0365,0.52,0.171,0.0747,0.0362,133.273
146,1PEqh7awkpuepLBSq8ZwqD,Donna Lewis,['new wave pop'],0.744,0.453,5.0,-11.977,1.0,0.0348,0.627,0.421,0.0898,0.122,103.773
147,1qYsHkUBFSRrGEQqkogO6U,John Denver,"['adult standards', 'classic country pop', 'folk', 'folk rock', 'mellow gold', 'soft rock']",0.438,0.213,7.0,-12.311,1.0,0.0319,0.857,0.0,0.0809,0.666,121.359
148,5pVls2eSoetKPb99NbX0q0,Iqbal Bano,"['classic bollywood', 'classic pakistani pop', 'ghazal', 'pakistani pop', 'sufi']",0.345,0.432,8.0,-15.554,1.0,0.035,0.503,1.37e-05,0.155,0.437,166.843
149,6xofu37U6SfpzvL2VQK26s,Nirvana,"['grunge', 'permanent wave', 'rock']",0.249,0.714,1.0,-9.421,1.0,0.0703,0.102,0.0203,0.116,0.294,201.396
150,1nFtiJxYdhtFfFtfXBv06s,Nirvana,"['grunge', 'permanent wave', 'rock']",0.427,0.201,8.0,-13.044,1.0,0.0317,0.745,0.263,0.109,0.0668,105.218
151,3DCx7eWPQExIlLGWOGGChq,Santana,"['blues rock', 'classic rock', 'mexican classic rock']",0.765,0.467,5.0,-14.962,1.0,0.0344,0.196,0.00915,0.0797,0.83,117.148
152,0c4IEciLCDdXEhhKxj4ThA,Muse,"['modern rock', 'permanent wave', 'rock']",0.502,0.417,10.0,-7.665,1.0,0.0718,0.127,0.00419,0.106,0.218,180.301
153,2KHRENHQzTIQ001nlP9Gdc,Daft Punk,"['electro', 'filter house']",0.4,0.756,11.0,-8.423,0.0,0.0492,0.00282,0.753,0.0695,0.0924,123.828
154,4G8gkOterJn0Ywt6uhqbhp,Imagine Dragons,"['modern rock', 'rock']",0.448,0.784,9.0,-3.686,1.0,0.0627,0.106,0.000108,0.668,0.236,136.245
155,3FoF0CZh1JJLJumig6KSWe,Jon Lajoie,"['comedy rap', 'comic', 'parody']",0.833,0.695,9.0,-7.242,1.0,0.253,0.0916,0.0,0.0445,0.748,160.012
156,7iFno3ORAVP2Co9O0iRh77,Jon Lajoie,"['comedy rap', 'comic', 'parody']",0.697,0.437,4.0,-5.975,1.0,0.0307,0.876,0.0,0.203,0.248,85.087
157,6cJqlSO19vsfCsH1FeFI35,Sublime,"['reggae fusion', 'ska mexicano', 'ska punk']",0.673,0.772,1.0,-5.246,0.0,0.0427,0.0223,1.23e-06,0.141,0.585,90.356
158,0JJzzMivNaZTZpex97Ovmr,deadmau5,"['canadian electronic', 'edm', 'electro house', 'pop dance', 'progressive house']",0.616,0.621,5.0,-6.939,0.0,0.125,5.18e-05,0.105,0.16,0.465,127.978
159,3J5eJlGSwpAVjotFNbTdDf,Spice Girls,"['dance pop', 'europop', 'girl group']",0.765,0.881,11.0,-5.342,1.0,0.0311,0.123,0.0,0.11,0.844,110.018
160,6rBFwJ0nQpsfr44AC3RJVq,The Black Keys,"['alternative rock', 'blues rock', 'garage rock', 'modern blues rock', 'modern rock', 'punk blues', 'rock', 'roots rock']",0.416,0.555,0.0,-6.786,1.0,0.0293,0.18,0.0189,0.0919,0.394,134.549
161,7mGjaKYVo3dDs5B5wO0jB3,Kevin Rudolf,"['dance pop', 'pop rap']",0.643,0.679,2.0,-5.585,0.0,0.0343,0.000391,0.0,0.0565,0.545,113.166
162,6nojo9DPsoxBbfqI2odPtQ,Shawn Lee,[],0.536,0.702,6.0,-7.004,0.0,0.0284,0.0664,0.683,0.13,0.246,85.247
163,0QypG6a1hCjhElsfVaIBng,The Pop Sets,[],0.75,0.501,5.0,-13.619,1.0,0.0494,0.214,0.1,0.0477,0.922,167.328
164,2UnLmYzcjS24RoOwkvNNU4,Willie Nelson,"['classic country pop', 'country', 'nashville sound', 'outlaw country', 'singer-songwriter', 'texas country']",0.417,0.319,2.0,-12.201,1.0,0.0287,0.861,0.00373,0.129,0.226,147.137
165,0EMmVUYs9ZZRHtlADB88uz,Dexys Midnight Runners,"['new romantic', 'new wave', 'new wave pop']",0.45,0.658,2.0,-7.064,1.0,0.0472,0.648,3.14e-06,0.264,0.781,106.799
166,0YAJcefABZHD0D3KcYpSdR,Lorde,"['art pop', 'metropopolis', 'nz pop', 'pop']",0.625,0.433,7.0,-9.552,1.0,0.139,0.0961,0.0,0.134,0.315,84.809
167,4HNW0CvhPwXoBgcqVEJh9m,Louis Armstrong,"['adult standards', 'dixieland', 'harlem renaissance', 'jazz trumpet', 'new orleans jazz', 'swing', 'vocal jazz']",0.62,0.194,0.0,-10.84,0.0,0.0384,0.568,0.0,0.289,0.307,105.927
168,707dvxudrkCz8F5o0V1AmG,Wayne Newton,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']",0.379,0.326,0.0,-11.993,1.0,0.0465,0.737,0.0,0.142,0.572,144.97
169,7BtxkaCtpJeFWWzOqhxqyA,Blondie,"['candy pop', 'new wave', 'new wave pop', 'permanent wave', 'power pop', 'rock']",0.533,0.86,0.0,-6.317,1.0,0.0458,0.0501,1.78e-05,0.186,0.664,142.337
170,3ShCJTrnhjvUpL234S4QbJ,Shaun Reynolds,['viral pop'],0.594,0.344,9.0,-9.602,0.0,0.0354,0.927,0.0,0.111,0.32,111.735
171,5Nn2Dj7OQsGL6pgQ9iIzPp,RJD2,"['alternative hip hop', 'electronica', 'jazztronica', 'nu jazz', 'turntablism']",0.747,0.68,1.0,-6.187,1.0,0.0346,0.0107,0.803,0.0964,0.594,93.804
172,00qDKO4tHMKP5bdtt2ZmxZ,Igor Stravinsky,"['classical', 'early modern classical', 'neoclassicism', 'russian modern classical']",0.304,0.1,2.0,-18.312,0.0,0.0483,0.859,0.302,0.0931,0.0599,105.213
173,0cKuO2BdECtbVQDCGx1dqa,Survivor,"['album rock', 'hard rock', 'rock', 'soft rock']",0.824,0.556,0.0,-10.711,0.0,0.033,0.146,0.000394,0.0839,0.566,108.858
174,3P3zHzdd0u5DUSbu1A9PmC,Limp Bizkit,"['alternative metal', 'funk metal', 'nu metal', 'rap metal']",0.5,0.858,11.0,-5.59,1.0,0.0468,0.018,0.234,0.0809,0.538,102.181
175,6onVtBLxZpq4cwMa3fUMJs,Ludwig van Beethoven,"['classical', 'classical era', 'early romantic era', 'german romanticism']",0.151,0.00153,1.0,-45.393,0.0,0.0451,0.993,0.914,0.0711,0.127,75.079
176,4OBRFItENMJHlP9HFJNnyr,Ben L'Oncle Soul,"['indie soul', 'neo soul']",0.74,0.589,11.0,-5.355,0.0,0.0349,0.0642,0.0994,0.141,0.869,109.981
177,5lqc5jWMnnL5him8NjCrP0,The Silver Seas,['nashville indie'],0.424,0.728,9.0,-6.229,0.0,0.0348,0.00415,0.0,0.251,0.763,175.976
178,5wDRI82Sfl4HlyXUVpspTA,The Black Keys,"['alternative rock', 'blues rock', 'garage rock', 'modern blues rock', 'modern rock', 'punk blues', 'rock', 'roots rock']",0.457,0.771,3.0,-4.282,0.0,0.0531,0.786,0.00622,0.0995,0.711,108.868
179,4l2ecMeHvDg2Y9OOkqfucN,Blackstreet,"['boy band', 'contemporary r&b', 'dance pop', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'pop rap', 'quiet storm', 'r&b', 'urban contemporary']",0.865,0.65,1.0,-4.617,0.0,0.207,0.324,0.0,0.133,0.715,88.663
180,4PREkXFb8YawThmhZICrXR,The Doors,"['acid rock', 'album rock', 'classic rock', 'psychedelic rock', 'rock']",0.547,0.543,11.0,-16.041,0.0,0.0342,0.507,0.136,0.241,0.595,104.828
181,3v9vIO8GfLbh2b0lWYttq6,The Steepwater Band,"['modern blues', 'modern blues rock', 'modern hard rock']",0.276,0.812,7.0,-4.866,0.0,0.0375,0.242,0.00243,0.167,0.541,171.769
182,03gqZZavMKhWbSjdQvpF6O,Justin Timberlake,"['dance pop', 'pop']",0.344,0.509,5.0,-6.607,0.0,0.0722,0.24,0.0,0.083,0.529,76.004
183,42gZM6AQ9BDMaTyTmMDVlN,John Williams,"['orchestral soundtrack', 'soundtrack']",0.142,0.113,2.0,-25.362,0.0,0.0415,0.859,0.838,0.107,0.0697,98.575
184,4pfzpTfWnd1TdG0JdeIoJc,London Philharmonic Orchestra,"['british orchestra', 'orchestra']",0.121,0.226,4.0,-16.447,0.0,0.0375,0.92,0.857,0.257,0.0396,92.39
185,5367A3pUfCCg4VSg5Jhlhw,Spoon,"['alternative dance', 'alternative rock', 'austindie', 'indie rock', 'modern rock', 'pop rock', 'rock']",0.725,0.662,9.0,-5.819,0.0,0.0291,0.363,5.3e-06,0.125,0.591,75.009
186,497Fkp3gRiGrRMoqBTDudr,Phantom Planet,[],0.4,0.805,4.0,-7.305,1.0,0.0407,0.0387,5.4e-05,0.109,0.324,158.459
187,1fzJyTCKeZuTSLByCsLRHl,Capital Cities,"['metropopolis', 'modern rock']",0.649,0.807,0.0,-4.834,1.0,0.0301,0.000178,0.0074,0.0599,0.816,117.964
188,0ZEXLvA1oGRMZCbbfRNdky,The Cure,"['new wave', 'permanent wave', 'rock', 'uk post-punk']",0.541,0.943,7.0,-4.297,0.0,0.0377,0.00075,0.0021,0.368,0.483,135.956
189,6GmL39a9OazWtyMkAbJz7v,"Bobby ""Boris"" Pickett","['halloween', 'novelty']",0.66,0.542,11.0,-13.511,0.0,0.237,0.113,0.0,0.346,0.592,140.621
190,7yGFOfkqy3SXNH45GMA7na,Lil Shawn,[],0.623,0.516,10.0,-10.734,0.0,0.362,0.407,3.12e-06,0.301,0.909,128.724
191,6dEnpbXyamib2EJnRhTt0G,Justin Timberlake,"['dance pop', 'pop']",0.795,0.596,11.0,-3.799,0.0,0.219,0.103,0.0,0.164,0.357,101.985
192,48n92l7OnLEURhalUBtsl7,The Glitch Mob,"['edm', 'electro house', 'glitch', 'glitch hop', 'indietronica']",0.563,0.836,5.0,-5.891,0.0,0.0357,0.000846,0.5,0.116,0.154,105.006
193,0yzcqtdu85erFxmgeZp0zW,Los Cuates de Sinaloa,"['classic sierreno', 'corrido', 'corridos alternativos', 'musica mexicana', 'norteno', 'nueva musica mexicana', 'sierreno']",0.539,0.639,3.0,-7.311,1.0,0.0353,0.412,0.0,0.075,0.968,162.099
194,0OZsHQ5nZ3ydNBcTE2eTbq,Franz Ferdinand,"['alternative rock', 'dance rock', 'indie rock', 'modern rock', 'rock', 'scottish rock']",0.481,0.753,8.0,-4.096,0.0,0.0378,0.144,6.35e-06,0.3,0.4,139.023
195,2PCTrOWob0vs0io6pfGOYS,Emile Pandolfi,['new age piano'],0.239,0.173,11.0,-19.353,0.0,0.0362,0.981,0.929,0.16,0.131,72.718
196,32vKYtEqMhQUL4nWmIUjm0,Arcade Fire,"['baroque pop', 'canadian indie', 'indie rock', 'modern rock', 'new rave', 'permanent wave', 'quebec indie', 'rock']",0.527,0.614,4.0,-10.526,0.0,0.0333,0.0873,0.534,0.121,0.186,142.067
197,3YsVbGBmzDdjwo1aDlh50a,Kid Cudi,"['hip hop', 'ohio hip hop', 'rap']",0.561,0.829,10.0,-3.907,1.0,0.0462,0.00245,0.371,0.214,0.298,188.043
198,7E3rc13GL2I5wA6CIFXaxs,Nat King Cole,['adult standards'],0.574,0.187,11.0,-14.762,0.0,0.0738,0.694,0.0,0.0792,0.727,77.859
199,5vnMPFt2rKW9GruTI0FEBC,Barry Wordsworth,"['classical performance', 'orchestral performance']",0.167,0.102,4.0,-18.883,1.0,0.0406,0.847,0.852,0.306,0.037,103.524
200,2A3bv57F8ScvnhFF5lYsS3,Boney M.,['europop'],0.779,0.75,9.0,-11.608,1.0,0.0372,0.174,0.000388,0.235,0.971,126.53
201,38bDGWuyYdSdNfrFfbCiVS,Billy Joel,"['classic rock', 'folk rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']",0.711,0.967,7.0,-5.204,1.0,0.0474,0.0849,0.0,0.245,0.892,145.02
202,0BmALTQIkGMuWA2t3hgjwq,The Delta Rhythm Boys,['vocal harmony group'],0.575,0.548,8.0,-7.33,1.0,0.041,0.839,0.0,0.105,0.869,78.894
203,5uWOIuStIEM4e9NehQC04p,Pyotr Ilyich Tchaikovsky,"['classical', 'late romantic era', 'russian romanticism']",0.229,0.145,9.0,-20.728,1.0,0.0463,0.852,0.114,0.189,0.261,73.652
204,3Fblq8xnxCqMuJQQNT4bPN,London Philharmonic Orchestra,"['british orchestra', 'orchestra']",0.178,0.113,4.0,-15.157,1.0,0.0396,0.977,0.881,0.109,0.0348,132.031
205,7rjMG5Lm94fEdQ9XxD5WLg,Electric Light Orchestra,"['album rock', 'art rock', 'beatlesque', 'classic rock', 'glam rock', 'mellow gold', 'rock', 'soft rock', 'symphonic rock']",0.637,0.858,2.0,-6.917,1.0,0.0338,0.133,0.000557,0.0652,0.798,115.696
206,70AhDADPvD8cRhjfgBUjhZ,"Grover Washington, Jr.",['smooth jazz'],0.787,0.326,1.0,-14.809,1.0,0.0836,0.42,0.0265,0.0514,0.608,95.892
207,3Ekm2NhAQMKtPtHYPcXdV4,Radiohead,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']",0.418,0.383,4.0,-11.782,1.0,0.0257,0.0718,0.0177,0.0896,0.352,87.773
208,5XDxDzQcdwRN88DqRj0OXQ,Phil Harris,['movie tunes'],0.777,0.249,0.0,-18.307,1.0,0.0762,0.76,0.0,0.202,0.56,102.924
209,08sBAbzNpjSTWd6zksmTga,B.J. Thomas,"['adult standards', 'bubblegum pop', 'classic country pop', 'folk rock', 'mellow gold', 'soft rock']",0.449,0.584,5.0,-6.516,1.0,0.0442,0.684,0.0999,0.109,0.764,104.187
210,4wxtJ4m1UYCihCUkY16or2,Scala & Kolacny Brothers,[],0.2,0.108,2.0,-19.343,1.0,0.0404,0.969,0.737,0.697,0.0357,100.946
211,5p80OkdxSNFxeYtd1AYYCA,R. D. Burman,"['chutney', 'classic bollywood', 'filmi', 'modern bollywood']",0.438,0.467,4.0,-11.005,0.0,0.0327,0.871,0.0,0.0509,0.499,109.171
212,3i3GeK0qLQybu4ah42YmCY,Santana,"['blues rock', 'classic rock', 'mexican classic rock']",0.612,0.924,9.0,-3.877,1.0,0.0316,0.159,4.34e-05,0.103,0.96,115.953
213,5WTxbyWTpoqhdxEN2szOnl,Backstreet Boys,"['boy band', 'dance pop']",0.792,0.81,10.0,-5.198,0.0,0.0368,0.00609,0.000153,0.224,0.509,108.054
214,5NLuC70kZQv8q34QyQa1DP,Beastie Boys,"['alternative rock', 'east coast hip hop', 'golden age hip hop', 'hip hop', 'old school hip hop', 'rap', 'rap rock', 'rock']",0.503,0.858,8.0,-6.296,1.0,0.0657,0.00757,0.00234,0.0803,0.419,133.615
215,3DjP8yo25Uk89IkGdLNWbH,Gloria Estefan,"['latin pop', 'soft rock']",0.791,0.805,2.0,-10.202,1.0,0.0464,0.16,0.0583,0.0563,0.882,122.219
216,2tY1gxCKslfXLFpFofYmJQ,Beastie Boys,"['alternative rock', 'east coast hip hop', 'golden age hip hop', 'hip hop', 'old school hip hop', 'rap', 'rap rock', 'rock']",0.914,0.586,6.0,-8.435,0.0,0.33,0.00203,1.58e-06,0.0992,0.655,116.371
217,0gmGBCJ5XhOmoNR37MmxEE,Beastie Boys,"['alternative rock', 'east coast hip hop', 'golden age hip hop', 'hip hop', 'old school hip hop', 'rap', 'rap rock', 'rock']",0.7,0.942,5.0,-7.355,0.0,0.237,0.0469,2.93e-05,0.0666,0.766,171.37
218,1vDMGBzqLJWZC5UzePDURw,Regina Spektor,"['indie pop', 'lilith', 'piano rock']",0.321,0.955,10.0,-2.749,0.0,0.146,0.00464,0.00897,0.269,0.331,167.467
219,6wKGwOpWegTXQFf3CBLEL8,Willis Earl Beal,['alternative americana'],0.418,0.166,9.0,-13.416,1.0,0.0405,0.932,5.92e-05,0.112,0.21,161.254
220,1X1DWw2pcNZ8zSub3uhlNz,The Script,"['celtic rock', 'dance pop', 'neo mellow', 'pop', 'pop rock']",0.421,0.873,10.0,-4.343,1.0,0.0564,0.0654,0.0,0.123,0.629,84.786
221,3dgyDSKfzaNBtlZuUxc8IW,The Monkees,"['beatlesque', 'bubblegum pop', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'rock-and-roll', 'soft rock', 'sunshine pop']",0.477,0.675,0.0,-6.771,1.0,0.0276,0.471,0.0,0.741,0.715,98.156
222,0zP8BJOamm7Q9aNMwCby55,Bon Iver,"['eau claire indie', 'indie folk', 'melancholia']",0.565,0.257,0.0,-14.04,1.0,0.0579,0.843,3.03e-06,0.109,0.111,76.493
223,34hKkdMy6Bcq4PWrTtZhme,Snow Patrol,"['irish rock', 'neo mellow', 'permanent wave', 'pop rock']",0.56,0.595,9.0,-4.53,1.0,0.0274,0.199,6.47e-05,0.132,0.144,104.011
224,49h0RYK3yzWkfbVyNJjJ01,Arctic Monkeys,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",0.535,0.574,2.0,-6.865,0.0,0.0372,0.35,9.96e-05,0.12,0.445,84.984
225,7ArHv3Ry2dWHFwQ8b5BoON,Arctic Monkeys,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",0.505,0.698,0.0,-5.563,1.0,0.0297,0.33,0.0887,0.0966,0.599,115.013
226,11Z7DsmzTwKIEbSSnPwH1C,Arctic Monkeys,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",0.665,0.542,11.0,-8.323,0.0,0.033,0.123,0.00291,0.342,0.587,97.975
227,2v8X6L6j0kbUPXDZwtXvXU,Arctic Monkeys,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",0.691,0.631,2.0,-6.478,1.0,0.0368,0.0483,1.13e-05,0.104,0.8,92.004
228,30uJNlHIjfDeE4vr8g9fpf,Arctic Monkeys,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",0.728,0.638,5.0,-6.455,0.0,0.0336,0.249,0.0,0.116,0.872,130.014
229,3RVCkGdRDMSdQJO6P6nEBs,Supertramp,"['album rock', 'art rock', 'classic rock', 'glam rock', 'mellow gold', 'piano rock', 'progressive rock', 'rock', 'soft rock']",0.619,0.761,5.0,-4.851,0.0,0.0438,0.619,0.000158,0.192,0.709,120.383
230,625T5HOILOVCzGTF6l4FLJ,Dick Dale,"['instrumental surf', 'surf music']",0.296,0.953,0.0,-5.84,1.0,0.0614,0.00343,0.873,0.42,0.503,173.311
231,2qH2scqyN6z1OB8dK0Y95y,Arctic Monkeys,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",0.538,0.953,9.0,-5.611,0.0,0.056,0.0234,0.00126,0.113,0.74,100.033
232,1v3WeKMbJ3jy8SqDIV8coD,Gene Kelly,"['adult standards', 'vintage hollywood']",0.41,0.313,5.0,-9.205,1.0,0.0293,0.989,0.0628,0.127,0.358,135.921
233,7e8utCy2JlSB8dRHKi49xM,Arctic Monkeys,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",0.646,0.813,6.0,-5.29,0.0,0.0288,0.00178,2.26e-05,0.144,0.821,112.115
234,3MrRksHupTVEQ7YbA0FsZK,Europe,"['album rock', 'glam metal', 'hard rock', 'rock', 'swedish hard rock', 'swedish melodic rock']",0.529,0.843,6.0,-6.908,0.0,0.0616,0.0628,0.000827,0.0608,0.188,117.662
235,6WgSsZzIWZHMsEgfjbMrP8,Françoise Hardy,"['chanson', 'nouvelle chanson francaise', 'ye ye']",0.376,0.22,6.0,-15.638,0.0,0.0324,0.91,0.00212,0.119,0.193,106.153
236,2JWrPYEL5bu7VKtDOCP7Ca,Bénabar,"['chanson', 'french pop', 'french rock', 'nouvelle chanson francaise']",0.64,0.802,5.0,-6.176,0.0,0.0261,0.143,7.32e-05,0.183,0.687,129.91
237,1ulAlG3x3jWtCCK2SI4qyL,Missy Elliott,"['dance pop', 'hip hop', 'hip pop', 'pop rap', 'r&b', 'rap', 'urban contemporary', 'virginia hip hop']",0.901,0.812,4.0,-7.039,0.0,0.107,0.0324,0.00906,0.0493,0.785,125.462
238,67Hna13dNDkZvBpTXRIaOJ,Massive Attack,"['downtempo', 'electronica', 'trip hop']",0.615,0.419,11.0,-8.8,0.0,0.0395,0.0173,0.497,0.135,0.216,76.997
239,0tSwlGS6psTFL4oc1xhjrn,The Unseen Guest,[],0.766,0.764,9.0,-5.498,1.0,0.0318,0.217,0.0502,0.0936,0.93,127.989
240,3hDpkvXDbmcrKya8CUS6lN,Arcade Fire,"['baroque pop', 'canadian indie', 'indie rock', 'modern rock', 'new rave', 'permanent wave', 'quebec indie', 'rock']",0.566,0.495,9.0,-8.758,1.0,0.0272,0.00616,0.218,0.173,0.373,116.392
241,3FtYbEfBqAlGO46NUDQSAt,MGMT,"['alternative dance', 'indietronica', 'modern rock', 'rock']",0.763,0.803,1.0,-3.713,1.0,0.0351,0.0709,0.285,0.348,0.561,103.04
242,1tVzVPIcCFz5QUMGLPHJEc,Soft Cell,"['new romantic', 'new wave', 'new wave pop', 'synthpop']",0.569,0.493,0.0,-9.112,0.0,0.0381,0.106,0.0,0.624,0.616,143.221
243,2LWMF10STZqYY9a3YqBiOG,Arcade Fire,"['baroque pop', 'canadian indie', 'indie rock', 'modern rock', 'new rave', 'permanent wave', 'quebec indie', 'rock']",0.589,0.72,11.0,-8.33,0.0,0.0309,0.0445,0.0142,0.364,0.648,111.602
244,7yMiX7n9SBvadzox8T5jzT,Gorillaz,['alternative hip hop'],0.663,0.694,10.0,-8.627,0.0,0.171,0.0253,0.0,0.0698,0.525,167.953
245,0MWnFXte9zokisZDWZG0gR,Arcade Fire,"['baroque pop', 'canadian indie', 'indie rock', 'modern rock', 'new rave', 'permanent wave', 'quebec indie', 'rock']",0.608,0.73,7.0,-10.3,1.0,0.0563,0.0795,0.621,0.128,0.196,105.316
246,0q6LuUqGLUiCPP1cbdwFs3,Gorillaz,['alternative hip hop'],0.689,0.739,2.0,-5.81,1.0,0.026,1.51e-05,0.509,0.064,0.578,120.423
247,5H43dazn2x2O9dkDVvaiDS,Danger Mouse,"['alternative hip hop', 'hip hop', 'mashup']",0.454,0.638,5.0,-9.916,1.0,0.0292,0.14,0.398,0.102,0.748,170.388
248,6SQGYtgpENUbHsbxBIpHVi,Mirah,"['anti-folk', 'indie pop', 'olympia wa indie']",0.418,0.194,2.0,-11.807,0.0,0.0325,0.445,0.000242,0.192,0.39,107.87
249,6N7YkCy1oSMRsaZSoz5VlS,Gnarls Barkley,"['atl hip hop', 'neo soul']",0.428,0.911,1.0,-4.743,1.0,0.0554,0.00245,0.0,0.332,0.467,150.038
250,6Gth28s3RFaz7JBeQwznZi,Gnarls Barkley,"['atl hip hop', 'neo soul']",0.8,0.603,4.0,-6.648,0.0,0.0332,0.652,0.47,0.188,0.92,103.984
251,3YfS47QufnLDFA71FUsgCM,Simon & Garfunkel,"['classic rock', 'folk', 'folk rock', 'melancholia', 'mellow gold', 'rock']",0.535,0.225,6.0,-13.865,1.0,0.0301,0.869,1.57e-06,0.0988,0.338,107.384
252,4ceDq1s5Faxf76WeHNMrMO,The Zombies,"['baroque pop', 'british invasion', 'bubblegum pop', 'classic rock', 'folk rock', 'psychedelic rock', 'rock']",0.549,0.5,4.0,-14.464,0.0,0.0574,0.0793,0.000112,0.0876,0.697,117.605
253,3G6hD9B2ZHOsgf4WfNu7X1,Lorde,"['art pop', 'metropopolis', 'nz pop', 'pop']",0.69,0.578,6.0,-7.436,1.0,0.0929,0.167,0.0,0.305,0.416,99.961
254,3Otjx9ULpmWdUbkDTYDXHc,Enya,"['celtic', 'middle earth']",0.418,0.249,3.0,-13.744,1.0,0.0301,0.841,0.661,0.112,0.213,82.803
255,4FSm0Ca6Hzd7Vx7TpSfcSy,Arctic Monkeys,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",0.579,0.558,2.0,-6.986,1.0,0.0895,0.0202,1.26e-06,0.212,0.506,179.949
256,717TY4sfgKQm4kFbYQIzgo,Britney Spears,"['dance pop', 'pop']",0.774,0.847,5.0,-3.925,0.0,0.121,0.0279,0.0183,0.241,0.923,143.011
257,1zMxyQ3UFxNOGeXeiCBd8E,Britney Spears,"['dance pop', 'pop']",0.755,0.76,0.0,-4.084,0.0,0.0326,0.189,9.7e-05,0.529,0.896,92.968
